Index	Gene_name	Gene_list_number	Gene_list_index	Source	Ensembl_gene_id	Ensembl_transcript_id	RefSeq_mRNA_id	HGNC_symbol	Alias	Info
224	Mthfd2	17	17_astrocytes_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000005667	ENSMUST00000141044|ENSMUST00000203847|ENSMUST00000203375|ENSMUST00000005810|ENSMUST00000139802|ENSMUST00000204472|ENSMUST00000141193	NM_008638	MTHFD2	NMDMC	Regulation: UP|Probe.Set:ILMN_2878548|Identifier:NM_008638.1|FirstOfLocuslink:NP_032664.1|FirstOfName:Mthfd2|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:1.42057483099976e-10|ANOVA.CELL:4.1464282319067004e-05|ANOVA.INT:4.2185582299493007e-08|FDR_ANOVA.TREAT:3.1222959006179904e-08|FDR_ANOVA.CELL:9.652491917320891e-05|FDR_ANOVA.INT:1.0472457403746202e-05|TTEST.ASTRO.DEX:8.129417164789891e-05|TTEST.ASTRO.ALD:0.7546275178925991|TTEST.ASTRO.DHT:0.35466619966482504|TTEST.ASTRO.PRG:0.26025687594119|TTEST.ASTRO.ESR:0.42746258779723806|TTEST.NEURO.DEX:0.355475228500571|TTEST.NEURO.ALD:0.9337987540572781|TTEST.NEURO.DHT:0.900472101642643|TTEST.NEURO.PRG:0.499305138585154|TTEST.NEURO.ESR:0.711334905769014|FDR_TTEST.ASTRO.DEX:0.00989005375480383|FDR_TTEST.ASTRO.ALD:0.965067491155669|FDR_TTEST.ASTRO.DHT:0.937262155314411|FDR_TTEST.ASTRO.PRG:0.9108991004944981|FDR_TTEST.ASTRO.ESR:0.9694330809896691|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:1.31381510416667|FOLD.ASTRO.ALD:0.0435364583333335|FOLD.ASTRO.DHT:-0.126614583333334|FOLD.ASTRO.PRG:-0.162729166666667|FOLD.ASTRO.ESR:-0.0923072916666676|FOLD.NEURO.DEX:0.143325520833333|FOLD.NEURO.ALD:0.008270833333332561|FOLD.NEURO.DHT:-0.0145130208333342|FOLD.NEURO.PRG:-0.0811145833333331|FOLD.NEURO.ESR:0.0511041666666667
225	Rasgrf1	17	17_astrocytes_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000032356	ENSMUST00000034912|ENSMUST00000189545|ENSMUST00000190073|ENSMUST00000034909	NM_011245|NM_001039655|NM_001357743	RASGRF1	CDC25Mm|CDC25|Grfbeta|Grf1	Regulation: UP|Probe.Set:ILMN_1233146|Identifier:NM_011245.2|FirstOfLocuslink:NP_035375.1|FirstOfName:Rasgrf1|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:2.55162393465517e-05|ANOVA.CELL:3.36121745093251e-42|ANOVA.INT:3.02695610606374e-06|FDR_ANOVA.TREAT:0.0017351794338551902|FDR_ANOVA.CELL:1.9303588878029598e-40|FDR_ANOVA.INT:0.00045086022981092705|TTEST.ASTRO.DEX:8.139256782660061e-05|TTEST.ASTRO.ALD:0.0012899178215558201|TTEST.ASTRO.DHT:0.7738717386926881|TTEST.ASTRO.PRG:0.13888356642208802|TTEST.ASTRO.ESR:0.244330207892646|TTEST.NEURO.DEX:0.30216655640870904|TTEST.NEURO.ALD:0.8997576526048591|TTEST.NEURO.DHT:0.696909369196817|TTEST.NEURO.PRG:0.546117949815351|TTEST.NEURO.ESR:0.411064584409269|FDR_TTEST.ASTRO.DEX:0.00989005375480383|FDR_TTEST.ASTRO.ALD:0.22120800558290202|FDR_TTEST.ASTRO.DHT:0.9827486436778841|FDR_TTEST.ASTRO.PRG:0.8837954926057071|FDR_TTEST.ASTRO.ESR:0.952004750894691|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.782729166666666|FOLD.ASTRO.ALD:0.3203984375|FOLD.ASTRO.DHT:0.0250911458333336|FOLD.ASTRO.PRG:0.138158854166667|FOLD.ASTRO.ESR:0.0972760416666674|FOLD.NEURO.DEX:-0.0886249999999986|FOLD.NEURO.ALD:0.0123593750000008|FOLD.NEURO.DHT:-0.0269088541666669|FOLD.NEURO.PRG:-0.088244791666666|FOLD.NEURO.ESR:-0.0775703125000007
226	Crybb1	17	17_astrocytes_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000029343	ENSMUST00000131673|ENSMUST00000031286|ENSMUST00000112375	NM_023695|NM_001312893|NM_001312895|NM_001312894	CRYBB1	3110006K12Rik	Regulation: UP|Probe.Set:ILMN_2702122|Identifier:NM_023695.2|FirstOfLocuslink:NP_076184.1|FirstOfName:Crybb1|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:2.28175910576703e-06|ANOVA.CELL:3.74739141340308e-22|ANOVA.INT:0.00016394946273028802|FDR_ANOVA.TREAT:0.00019878857537676702|FDR_ANOVA.CELL:2.3021826918902797e-21|FDR_ANOVA.INT:0.0141764091612515|TTEST.ASTRO.DEX:8.270226491223041e-05|TTEST.ASTRO.ALD:0.007539005033739271|TTEST.ASTRO.DHT:0.04309599043379601|TTEST.ASTRO.PRG:0.0191120633195274|TTEST.ASTRO.ESR:0.44273427681524|TTEST.NEURO.DEX:0.0542238466900212|TTEST.NEURO.ALD:0.287550708763927|TTEST.NEURO.DHT:0.46061156683950905|TTEST.NEURO.PRG:0.206356314643817|TTEST.NEURO.ESR:0.24688527663686902|FDR_TTEST.ASTRO.DEX:0.0100228198951636|FDR_TTEST.ASTRO.ALD:0.40009979559958403|FDR_TTEST.ASTRO.DHT:0.8845768646342911|FDR_TTEST.ASTRO.PRG:0.8265276883373011|FDR_TTEST.ASTRO.ESR:0.971248005964312|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.7095859375|FOLD.ASTRO.ALD:0.47403385416666804|FOLD.ASTRO.DHT:0.22473958333333402|FOLD.ASTRO.PRG:0.3738046875|FOLD.ASTRO.ESR:0.0971119791666677|FOLD.NEURO.DEX:0.0933151041666669|FOLD.NEURO.ALD:0.10080208333333401|FOLD.NEURO.DHT:-0.0381744791666669|FOLD.NEURO.PRG:0.0855937500000001|FOLD.NEURO.ESR:0.09548177083333349
227	Atad4	17	17_astrocytes_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000047040	ENSMUST00000054311|ENSMUST00000107633|ENSMUST00000107636|ENSMUST00000132865|ENSMUST00000062172	NM_146026	PRR15L		Regulation: UP|Probe.Set:ILMN_2788191|Identifier:NM_146026.1|FirstOfLocuslink:NP_666138.1|FirstOfName:Atad4|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:3.59261504554831e-05|ANOVA.CELL:0.000170686594560697|ANOVA.INT:0.000154717033692624|FDR_ANOVA.TREAT:0.0023039639876826|FDR_ANOVA.CELL:0.00037684244129509504|FDR_ANOVA.INT:0.013530121806294001|TTEST.ASTRO.DEX:8.36423941299346e-05|TTEST.ASTRO.ALD:0.105600433738414|TTEST.ASTRO.DHT:0.9758224642891761|TTEST.ASTRO.PRG:0.696787367258284|TTEST.ASTRO.ESR:0.35024109756855204|TTEST.NEURO.DEX:0.972490215244134|TTEST.NEURO.ALD:0.993565881723614|TTEST.NEURO.DHT:0.255421865475368|TTEST.NEURO.PRG:0.47022138319064205|TTEST.NEURO.ESR:0.595472851581882|FDR_TTEST.ASTRO.DEX:0.0101102196506691|FDR_TTEST.ASTRO.ALD:0.718325637512894|FDR_TTEST.ASTRO.DHT:0.997793917279652|FDR_TTEST.ASTRO.PRG:0.969844258918749|FDR_TTEST.ASTRO.ESR:0.9593593616197381|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.5201822916666671|FOLD.ASTRO.ALD:0.154666666666667|FOLD.ASTRO.DHT:-0.00287760416666671|FOLD.ASTRO.PRG:-0.0347942708333333|FOLD.ASTRO.ESR:-0.0641458333333329|FOLD.NEURO.DEX:0.0036770833333328303|FOLD.NEURO.ALD:0.0007135416666663731|FOLD.NEURO.DHT:-0.09915364583333369|FOLD.NEURO.PRG:0.0540338541666667|FOLD.NEURO.ESR:-0.0428177083333336
228	9330162L04Rik	17	17_astrocytes_dex_up_michkor_cells_dex	michkor-cells-dex						Regulation: UP|Probe.Set:ILMN_1212801|Identifier:None|FirstOfLocuslink:None|FirstOfName:9330162L04Rik|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:1.6112033820977102e-10|ANOVA.CELL:1.9397236239261798e-29|ANOVA.INT:6.09909689700466e-08|FDR_ANOVA.TREAT:3.4927561016422304e-08|FDR_ANOVA.CELL:2.1168706833175902e-28|FDR_ANOVA.INT:1.4218801170518201e-05|TTEST.ASTRO.DEX:8.67679735983006e-05|TTEST.ASTRO.ALD:0.739128877281918|TTEST.ASTRO.DHT:0.43020937123818903|TTEST.ASTRO.PRG:0.24927400243215903|TTEST.ASTRO.ESR:0.876995927400642|TTEST.NEURO.DEX:0.175037180091301|TTEST.NEURO.ALD:0.996078299989097|TTEST.NEURO.DHT:0.7066149515240561|TTEST.NEURO.PRG:0.315651166643766|TTEST.NEURO.ESR:0.20568896725524|FDR_TTEST.ASTRO.DEX:0.0103810421139751|FDR_TTEST.ASTRO.ALD:0.9624531956658161|FDR_TTEST.ASTRO.DHT:0.9483965318822891|FDR_TTEST.ASTRO.PRG:0.9091459130603191|FDR_TTEST.ASTRO.ESR:0.9941703225312281|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:1.04103645833333|FOLD.ASTRO.ALD:0.0300494791666663|FOLD.ASTRO.DHT:0.0791328125000001|FOLD.ASTRO.PRG:0.074859375|FOLD.ASTRO.ESR:0.0113984374999996|FOLD.NEURO.DEX:0.156684895833333|FOLD.NEURO.ALD:0.000611979166666998|FOLD.NEURO.DHT:-0.046302083333333896|FOLD.NEURO.PRG:0.0865937500000005|FOLD.NEURO.ESR:0.125111979166666
229	Plekhf1	17	17_astrocytes_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000074170	ENSMUST00000098513	NM_024413	PLEKHF1	1810013P09Rik|LAPF	Regulation: UP|Probe.Set:ILMN_2644920|Identifier:NM_024413.1|FirstOfLocuslink:NP_077724.1|FirstOfName:Plekhf1|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:6.669820995366351e-15|ANOVA.CELL:3.6979875997497096e-44|ANOVA.INT:0.009311872057616511|FDR_ANOVA.TREAT:3.20804494416714e-12|FDR_ANOVA.CELL:3.11589196041685e-42|FDR_ANOVA.INT:0.325979060188313|TTEST.ASTRO.DEX:8.79228535326293e-05|TTEST.ASTRO.ALD:0.0211768570246805|TTEST.ASTRO.DHT:0.0908127969133806|TTEST.ASTRO.PRG:0.11185340137897501|TTEST.ASTRO.ESR:0.26245623988245903|TTEST.NEURO.DEX:0.000151701386760963|TTEST.NEURO.ALD:0.23983069363126203|TTEST.NEURO.DHT:0.22167099757404202|TTEST.NEURO.PRG:0.46171535745331105|TTEST.NEURO.ESR:0.88998993381282|FDR_TTEST.ASTRO.DEX:0.0104903096615391|FDR_TTEST.ASTRO.ALD:0.52701337525366|FDR_TTEST.ASTRO.DHT:0.8891786276787611|FDR_TTEST.ASTRO.PRG:0.8719568023783241|FDR_TTEST.ASTRO.ESR:0.954162931149592|FDR_TTEST.NEURO.DEX:0.28018639329202705|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.8335312500000001|FOLD.ASTRO.ALD:0.277583333333334|FOLD.ASTRO.DHT:0.170127604166668|FOLD.ASTRO.PRG:0.152604166666668|FOLD.ASTRO.ESR:0.0874661458333339|FOLD.NEURO.DEX:0.45397916666666704|FOLD.NEURO.ALD:0.0834843750000003|FOLD.NEURO.DHT:0.0638593749999998|FOLD.NEURO.PRG:0.050919270833333|FOLD.NEURO.ESR:-0.00916145833333371
230	Usp2	17	17_astrocytes_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000032010	ENSMUST00000114830|ENSMUST00000175816|ENSMUST00000034508|ENSMUST00000177422|ENSMUST00000176416|ENSMUST00000176022|ENSMUST00000065461|ENSMUST00000176671|ENSMUST00000177054	NM_016808|NM_198092|NM_001407818|NM_001407822|NM_001407820|NM_001407819|NM_001407821|NM_198091	USP2	ubp41|B930035K21Rik	Regulation: UP|Probe.Set:ILMN_2466316|Identifier:NM_198091.2|FirstOfLocuslink:NP_932759.1|FirstOfName:Usp2|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:6.85193208323372e-05|ANOVA.CELL:2.9511568452056704e-15|ANOVA.INT:0.349177769569529|FDR_ANOVA.TREAT:0.0040457942712434|FDR_ANOVA.CELL:1.2015405711183e-14|FDR_ANOVA.INT:0.9999978870935041|TTEST.ASTRO.DEX:0.0100085705258715|TTEST.ASTRO.ALD:0.0586944187664984|TTEST.ASTRO.DHT:0.312418211340218|TTEST.ASTRO.PRG:0.11302447145039|TTEST.ASTRO.ESR:0.313858682319096|TTEST.NEURO.DEX:0.0601411967680457|TTEST.NEURO.ALD:0.900586621520377|TTEST.NEURO.DHT:0.35264328358907704|TTEST.NEURO.PRG:0.74223583550797|TTEST.NEURO.ESR:0.139126032910128|FDR_TTEST.ASTRO.DEX:0.180338548778799|FDR_TTEST.ASTRO.ALD:0.64895756611462|FDR_TTEST.ASTRO.DHT:0.9339646072545491|FDR_TTEST.ASTRO.PRG:0.8732401833334721|FDR_TTEST.ASTRO.ESR:0.9558446186724281|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.426539062500001|FOLD.ASTRO.ALD:0.277117187500001|FOLD.ASTRO.DHT:0.107309895833333|FOLD.ASTRO.PRG:0.219828125|FOLD.ASTRO.ESR:0.137182291666667|FOLD.NEURO.DEX:0.2613125|FOLD.NEURO.ALD:-0.0104244791666668|FOLD.NEURO.DHT:-0.0796380208333325|FOLD.NEURO.PRG:-0.027786458333333798|FOLD.NEURO.ESR:-0.11311718750000001
231	Nxn	17	17_astrocytes_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000020844	ENSMUST00000021204|ENSMUST00000131472	NM_008750	NXN	l11Jus13	Regulation: UP|Probe.Set:ILMN_2474011|Identifier:NM_008750.4|FirstOfLocuslink:NP_032776.1|FirstOfName:Nxn|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:4.20615452132858e-13|ANOVA.CELL:3.65857300186039e-34|ANOVA.INT:0.000261096187148743|FDR_ANOVA.TREAT:1.5413887211732202e-10|FDR_ANOVA.CELL:6.48985592731086e-33|FDR_ANOVA.INT:0.0210766701842764|TTEST.ASTRO.DEX:8.995902523107431e-05|TTEST.ASTRO.ALD:0.0131387582276596|TTEST.ASTRO.DHT:0.0960514508424344|TTEST.ASTRO.PRG:0.11305779339605901|TTEST.ASTRO.ESR:0.102724437330936|TTEST.NEURO.DEX:0.00183582580020791|TTEST.NEURO.ALD:0.5440247901241461|TTEST.NEURO.DHT:0.719599053244925|TTEST.NEURO.PRG:0.149277694079575|TTEST.NEURO.ESR:0.9035669435870791|FDR_TTEST.ASTRO.DEX:0.0106780669177882|FDR_TTEST.ASTRO.ALD:0.46974047486312204|FDR_TTEST.ASTRO.DHT:0.8928507666649841|FDR_TTEST.ASTRO.PRG:0.8732401833334721|FDR_TTEST.ASTRO.ESR:0.934626371936716|FDR_TTEST.NEURO.DEX:0.689166020315447|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.7707473958333341|FOLD.ASTRO.ALD:0.34235677083333405|FOLD.ASTRO.DHT:-0.1807421875|FOLD.ASTRO.PRG:0.1319765625|FOLD.ASTRO.ESR:-0.1825625|FOLD.NEURO.DEX:0.45314322916666705|FOLD.NEURO.ALD:0.060385416666667496|FOLD.NEURO.DHT:-0.0388932291666659|FOLD.NEURO.PRG:-0.12270833333333402|FOLD.NEURO.ESR:0.0104739583333338
232	Gli2	17	17_astrocytes_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000048402	ENSMUST00000161301|ENSMUST00000160991|ENSMUST00000161451|ENSMUST00000162607|ENSMUST00000159678|ENSMUST00000161056|ENSMUST00000062483|ENSMUST00000159839|ENSMUST00000162552	NM_001081125	GLI2		Regulation: UP|Probe.Set:ILMN_2522863|Identifier:NM_001081125.1|FirstOfLocuslink:NP_001074594.1|FirstOfName:Gli2|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:1.22249664121053e-06|ANOVA.CELL:7.09289095133134e-17|ANOVA.INT:4.02361979370772e-09|FDR_ANOVA.TREAT:0.00011614724261575101|FDR_ANOVA.CELL:3.17106067764111e-16|FDR_ANOVA.INT:1.33659439104072e-06|TTEST.ASTRO.DEX:9.04195829239391e-05|TTEST.ASTRO.ALD:0.00914089938679298|TTEST.ASTRO.DHT:0.412668095898071|TTEST.ASTRO.PRG:0.277262201291891|TTEST.ASTRO.ESR:0.35331565837732903|TTEST.NEURO.DEX:0.23075659464529702|TTEST.NEURO.ALD:0.416481268763965|TTEST.NEURO.DHT:0.9512573727171151|TTEST.NEURO.PRG:0.34619899005625404|TTEST.NEURO.ESR:0.7394471661443881|FDR_TTEST.ASTRO.DEX:0.0107052149280255|FDR_TTEST.ASTRO.ALD:0.428499378970334|FDR_TTEST.ASTRO.DHT:0.9475105049915181|FDR_TTEST.ASTRO.PRG:0.9108991004944981|FDR_TTEST.ASTRO.ESR:0.960129430947195|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:1.00167708333333|FOLD.ASTRO.ALD:0.5334635416666661|FOLD.ASTRO.DHT:0.0936171874999996|FOLD.ASTRO.PRG:0.1440859375|FOLD.ASTRO.ESR:-0.0880390625|FOLD.NEURO.DEX:-0.158252604166666|FOLD.NEURO.ALD:-0.0869687500000005|FOLD.NEURO.DHT:-0.00671875000000099|FOLD.NEURO.PRG:-0.12014062500000101|FOLD.NEURO.ESR:-0.034674479166668
233	Ada	17	17_astrocytes_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000017697	ENSMUST00000017841|ENSMUST00000156939	NM_007398|NM_001272052	ADA		Regulation: UP|Probe.Set:ILMN_2686132|Identifier:NM_007398.3|FirstOfLocuslink:NP_031424.1|FirstOfName:Ada|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:1.77077651870709e-10|ANOVA.CELL:7.01635619785596e-07|ANOVA.INT:7.28661163366311e-10|FDR_ANOVA.TREAT:3.78768907143136e-08|FDR_ANOVA.CELL:1.8451602180191398e-06|FDR_ANOVA.INT:2.85128818282e-07|TTEST.ASTRO.DEX:9.28062873622234e-05|TTEST.ASTRO.ALD:0.0119289025690619|TTEST.ASTRO.DHT:0.0438108212939686|TTEST.ASTRO.PRG:0.322078377745238|TTEST.ASTRO.ESR:0.8766787788944711|TTEST.NEURO.DEX:0.760651588753491|TTEST.NEURO.ALD:0.38477213204452204|TTEST.NEURO.DHT:0.779008662684834|TTEST.NEURO.PRG:0.267095246077577|TTEST.NEURO.ESR:0.35991417578532703|FDR_TTEST.ASTRO.DEX:0.0108120238159169|FDR_TTEST.ASTRO.ALD:0.46167484314625906|FDR_TTEST.ASTRO.DHT:0.8845768646342911|FDR_TTEST.ASTRO.PRG:0.915013194470317|FDR_TTEST.ASTRO.ESR:0.9941703225312281|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:1.24914583333333|FOLD.ASTRO.ALD:0.41569791666666706|FOLD.ASTRO.DHT:0.2696640625|FOLD.ASTRO.PRG:0.135109375|FOLD.ASTRO.ESR:0.0183932291666666|FOLD.NEURO.DEX:-0.018781250000000898|FOLD.NEURO.ALD:0.0559973958333329|FOLD.NEURO.DHT:0.0283411458333331|FOLD.NEURO.PRG:-0.0687604166666667|FOLD.NEURO.ESR:-0.0919713541666676
234	Cryba4	17	17_astrocytes_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000066975	ENSMUST00000112385|ENSMUST00000086629|ENSMUST00000112383	NM_001312884|NM_021351	CRYBA4		Regulation: UP|Probe.Set:ILMN_1258732|Identifier:NM_021351.1|FirstOfLocuslink:NP_067326.1|FirstOfName:Cryba4|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:3.49841014815992e-06|ANOVA.CELL:4.99673392065963e-40|ANOVA.INT:7.65727006412822e-05|FDR_ANOVA.TREAT:0.000295311865047781|FDR_ANOVA.CELL:1.9569057850088e-38|FDR_ANOVA.INT:0.00742787369624068|TTEST.ASTRO.DEX:9.31949902268576e-05|TTEST.ASTRO.ALD:0.0011595930921766702|TTEST.ASTRO.DHT:0.0063309608536770996|TTEST.ASTRO.PRG:0.0007379518499111491|TTEST.ASTRO.ESR:0.12258176950897301|TTEST.NEURO.DEX:0.272889885796171|TTEST.NEURO.ALD:0.181799922813974|TTEST.NEURO.DHT:0.322240531320844|TTEST.NEURO.PRG:0.0331359995741326|TTEST.NEURO.ESR:0.159585238529059|FDR_TTEST.ASTRO.DEX:0.0108120238159169|FDR_TTEST.ASTRO.ALD:0.21144349975627302|FDR_TTEST.ASTRO.DHT:0.8456116380494431|FDR_TTEST.ASTRO.PRG:0.487640296169116|FDR_TTEST.ASTRO.ESR:0.934626371936716|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.7008125|FOLD.ASTRO.ALD:0.6981484374999991|FOLD.ASTRO.DHT:0.365856770833334|FOLD.ASTRO.PRG:0.559401041666666|FOLD.ASTRO.ESR:0.22138541666666503|FOLD.NEURO.DEX:0.0586874999999987|FOLD.NEURO.ALD:0.0825885416666665|FOLD.NEURO.DHT:0.144098958333333|FOLD.NEURO.PRG:0.09909895833333329|FOLD.NEURO.ESR:0.0502734374999996
235	Smox	17	17_astrocytes_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000027333	ENSMUST00000183881|ENSMUST00000110182|ENSMUST00000151627|ENSMUST00000110188|ENSMUST00000183575|ENSMUST00000110189|ENSMUST00000110186|ENSMUST00000110181|ENSMUST00000129143|ENSMUST00000131698|ENSMUST00000110180|ENSMUST00000151143|ENSMUST00000028806|ENSMUST00000183947|ENSMUST00000149180|ENSMUST00000110183|ENSMUST00000110179	NM_001177837|NM_001177839|NM_001177836|NM_001177833|NM_145533|NM_001177834|NM_001177838|NM_001177835|NM_001177840	SMOX	B130066H01Rik|SMO	Regulation: UP|Probe.Set:ILMN_2608052|Identifier:NM_145533.1|FirstOfLocuslink:NP_663508.1|FirstOfName:Smox|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:3.90411774659407e-12|ANOVA.CELL:0.066677591340773|ANOVA.INT:0.003979174536473741|FDR_ANOVA.TREAT:1.1938326677565202e-09|FDR_ANOVA.CELL:0.09856847336789601|FDR_ANOVA.INT:0.180663131806429|TTEST.ASTRO.DEX:4.2547818843233004e-05|TTEST.ASTRO.ALD:0.00663438162844161|TTEST.ASTRO.DHT:0.11055681625661701|TTEST.ASTRO.PRG:0.266615113522152|TTEST.ASTRO.ESR:0.68542468179552|TTEST.NEURO.DEX:0.0185141689850928|TTEST.NEURO.ALD:0.69899810735235|TTEST.NEURO.DHT:0.694006999378034|TTEST.NEURO.PRG:0.5853820412607951|TTEST.NEURO.ESR:0.26264383244677|FDR_TTEST.ASTRO.DEX:0.00686924121422181|FDR_TTEST.ASTRO.ALD:0.384361276426177|FDR_TTEST.ASTRO.DHT:0.897934562361108|FDR_TTEST.ASTRO.PRG:0.9108991004944981|FDR_TTEST.ASTRO.ESR:0.9860111541866781|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:1.16006770833333|FOLD.ASTRO.ALD:0.554111979166667|FOLD.ASTRO.DHT:0.195138020833333|FOLD.ASTRO.PRG:0.1676484375|FOLD.ASTRO.ESR:0.054507812500000696|FOLD.NEURO.DEX:0.45451302083333406|FOLD.NEURO.ALD:0.0655078124999999|FOLD.NEURO.DHT:-0.0579791666666658|FOLD.NEURO.PRG:-0.0766562499999992|FOLD.NEURO.ESR:-0.211171875
